Alert ID,Event ID,Update Number,Date,Affected,Header,Description
202806,94652,0,02/26/2023 04:41:00 AM,D | Q,Northbound D Q trains are delayed while we investigate why a train's brakes were activated at DeKalb Av.,
202807,94653,0,02/26/2023 04:48:00 AM,N | R,Northbound N R trains are delayed while we investigate why a train's brakes were activated at Jay St-MetroTech.,
202810,94654,0,02/26/2023 04:56:00 AM,D,Northbound D trains are delayed while we remove a train with a mechanical problem from service at 59 St-Columbus Circle.,
202811,94655,0,02/26/2023 04:59:00 AM,F | G,Northbound F G trains are delayed while we request NYPD assistance for a person being disruptive at Church Av.,
202814,94656,0,02/26/2023 05:15:00 AM,6,6 trains are delayed in both directions while we address a door problem on a train at Pelham Bay Park.,
202822,94659,0,02/26/2023 06:27:00 AM,A | H,A Rockaway Park Shuttle trains are delayed in both directions while the South Channel Bridge is opened to allow marine traffic to pass.,
202824,94660,0,02/26/2023 06:41:00 AM,A,Far Rockaway-Mott Av-bound A trains are delayed while we address a signal problem at Euclid Av.,
202828,94661,0,02/26/2023 07:25:00 AM,4,Southbound 4 trains are delayed while we request NYPD assistance for a person being disruptive on a train at Mosholu Pkwy.,
202833,94662,0,02/26/2023 08:50:00 AM,4,Southbound 4 trains are delayed while EMS responds to a person in need on a train at Brooklyn Bridge-City Hall.,
202835,94663,0,02/26/2023 10:42:00 AM,1 | 2,Northbound 1 2 trains are delayed while NYPD responds to a person being disruptive on a train at 34 St-Penn Station.,
202837,94664,0,02/26/2023 11:07:00 AM,D,You may wait longer for a southbound D train. We are running as much service as we can with the train crews we have available.,
202838,94665,0,02/26/2023 11:29:00 AM,N,Southbound N trains are running with delays after we removed a train from service that had a mechanical problem at 5 Av/59 St.,
202839,94666,0,02/26/2023 11:39:00 AM,A,Northbound A  trains are running with delays after the South Channel Bridge was opened to allow marine traffic to pass.,
202840,94667,0,02/26/2023 12:03:00 PM,L,L trains are delayed in both directions while crews investigate a mechanical problem on a train at Broadway Junction.,
202843,94668,0,02/26/2023 12:51:00 PM,A | H,A Rockaway Park Shuttle trains are delayed in both directions while the South Channel Bridge is opened to allow marine traffic to pass.,
202845,94669,0,02/26/2023 01:05:00 PM,4,Northbound 4 trains are delayed while we remove a train with a mechanical problem from service at Kingston Av.,
202849,94671,0,02/26/2023 01:25:00 PM,R,Northbound R trains are running with delays after we removed debris from the tracks near Queens Plaza.,
202850,94672,0,02/26/2023 01:40:00 PM,N,You may experience a longer wait for a northbound N train after we removed a train from service that had a mechanical problem earlier at 5 Av/59 St.,
202851,94673,0,02/26/2023 02:27:00 PM,A | C,"Northbound A C trains are running at slower speeds between Euclid Av and Broadway Junction, while we perform planned track work in the area.","Planned work reminder:
Northbound C trains are running express from Euclid Av to Broadway Junction."
202854,94674,0,02/26/2023 02:38:00 PM,F | G,Jamaica-bound F and Court Sq-bound G trains are delayed while EMS responds to someone in need at Church Av.,
202856,94675,0,02/26/2023 03:12:00 PM,1,Northbound 1 trains are running with delays after we removed a train with a mechanical problem from service at South Ferry.,
202857,94676,0,02/26/2023 03:45:00 PM,N,You may wait longer for a southbound N train after we removed a vandalized train from service at Astoria-Ditmars Blvd.,
202858,94677,0,02/26/2023 04:26:00 PM,A | H,A Rockaway Park Shuttle trains are delayed in both directions while the South Channel Bridge is opened to allow marine traffic to pass.,
202860,94678,0,02/26/2023 04:55:00 PM,D | N,Northbound D N trains are running with delays after we addressed a signal problem near Coney Island-Stillwell Av.,
202861,94679,0,02/26/2023 05:03:00 PM,1 | 2 | 3,1 2 3 trains are delayed in both directions while we request EMS for someone in need of assistance on a train at 96 St.,
202862,94680,0,02/26/2023 05:08:00 PM,Q,Northbound Q trains are delayed while we investigate a door problem on a train at Avenue U.,
202865,94681,0,02/26/2023 05:21:00 PM,1,Northbound 1 trains are delayed while NYPD responds to someone being disruptive on a train at 28 St.,
202867,94682,0,02/26/2023 05:28:00 PM,A,Northbound A trains are running with delays after we removed a train car in need of cleaning from service at Utica Av.,
202868,94683,0,02/26/2023 05:42:00 PM,R,Northbound R trains are running with delays after someone pulled the emergency brake cord on a train at Bay Ridge Av.,
202871,94685,0,02/26/2023 06:03:00 PM,A | D,Northbound A D trains are running with delays after NYPD responded to someone being disruptive on a train at 59 St-Columbus Circle.,
202874,94687,0,02/26/2023 06:22:00 PM,1,Northbound 1 trains are delayed while emergency teams respond to someone who was struck by a train at 157 St.,
202879,94688,0,02/26/2023 08:01:00 PM,R,Southbound R trains are delayed while we address a door problem on a train at Cortlandt St.,
202886,94689,0,02/26/2023 08:45:00 PM,5,Southbound 5 trains are delayed while we request NYPD assistance for a person being disruptive at E 180 St.,
202887,94690,0,02/26/2023 08:47:00 PM,N,Southbound N trains are delayed while we investigate why a train's brakes activated at 39 Av-Dutch Kills.,
202891,94692,0,02/26/2023 09:04:00 PM,R,You may wait longer for a southbound R train in Brooklyn after we moved a work train near DeKalb Av.,
202893,94694,0,02/26/2023 09:37:00 PM,R,Northbound R trains are delayed while we remove a train with a mechanical problem from service at Whitehall St-South Ferry.,
202892,94693,0,02/26/2023 09:37:00 PM,D,Southbound D trains are running with delays after we moved a train that had its emergency brake cord pulled at 103 St.,
202894,94695,0,02/26/2023 09:41:00 PM,4 | 5,Southbound  4 5 trains are delayed while crews investigate reports of a car in need of cleaning on a train at Bowling Green.,
202897,94696,0,02/26/2023 10:33:00 PM,A | H,A Rockaway Park Shuttle trains are delayed in both directions while the South Channel Bridge opens for marine traffic to pass.,
202898,94697,0,02/26/2023 10:37:00 PM,N,Northbound N trains are delayed while we remove a train with a mechanical problem from service at 53 St.,
202902,94699,0,02/26/2023 10:53:00 PM,D | N | R,Northbound D N R trains are delayed while we remove a train with a mechanical problem from service 36 St.,
202906,94700,0,02/26/2023 11:08:00 PM,M | Q,M Q trains are delayed in both directions while we investigate why a train's brakes activated at 96 St.,"Planned Work Reminder:
M is extended to the 96 St Q station
Special weekend M service runs between Metropolitan Av and 47-50 Sts-Rockefeller Ctr, via the F to/from Lexington Av/63 St and via the Q to/from 96 St every 12 minutes.

What's happening?
M trains are providing alternate connecting service between Myrtle-Wyckoff Avs and 14 St / 6 Av during weekend planned work for the L line."
202909,94701,0,02/26/2023 11:15:00 PM,A | C,Southbound A C trains are delayed while we remove a vandalized train car from service at 59 St-Columbus Circle.,
202910,94702,0,02/26/2023 11:18:00 PM,J,Crescent St-bound J trains are delayed while we investigate why a train's brakes activated at Gates Av.,
202920,94705,0,02/27/2023 12:19:00 AM,J,J trains are delayed in both directions while we address a signal problem at Broad St.,
202924,94707,0,02/27/2023 01:34:00 AM,1,1 trains are delayed entering/leaving South Ferry while we request EMS assistance for a person in need on a train at that station.,
202927,94708,0,02/27/2023 03:15:00 AM,2 | 3,Northbound 2 3 trains are delayed while NYPD responds to a person being disruptive on a train at 72 St.,
202931,94711,0,02/27/2023 03:32:00 AM,A | D,Southbound A D trains are delayed while we investigate why a train's brakes activated near 81 St-Museum of Natural History.,
202933,94712,0,02/27/2023 03:58:00 AM,J | M,Jamaica Center-bound J and Metropolitan Av-bound M trains are delayed while we investigate a report of people being disruptive on a train at Marcy Av.,
202935,94713,0,02/27/2023 04:26:00 AM,N | Q | R,Northbound N Q R trains are delayed while NYPD responds to a person being disruptive on a train at 14 St-Union Sq.,
202938,94715,0,02/27/2023 04:49:00 AM,A,A trains are running with delays in both directions after the South Channel Bridge was opened to allow marine traffic to pass.,
202942,94718,0,02/27/2023 05:52:00 AM,A,Far Rockaway-bound A trains are delayed while we investigate why a train's brakes activated near Broad Channel.,
202945,94720,0,02/27/2023 06:16:00 AM,E,Northbound E trains are delayed while we address a mechanical problem on a train at Jackson Hts-Roosevelt Av.,
202953,94725,0,02/27/2023 07:34:00 AM,2 | 4,Northbound 2 4 trains are delayed while we investigate a report of a person being disruptive on a train at Atlantic Av-Barclays Ctr.,
202955,94726,0,02/27/2023 07:37:00 AM,4 | 6,Northbound 4 6 trains are delayed while we request EMS assistance for a person in need on a train at 14 St-Union Sq.,
202958,94727,0,02/27/2023 07:53:00 AM,A,Northbound A trains are delayed while emergency teams respond to a person who was struck by a train at 81 St-Museum of Natural History.,
202978,94736,0,02/27/2023 11:17:00 AM,A,Northbound A trains are running with delays after we addressed door problems on a train at Howard Beach-JFK Airport.,
202984,94740,0,02/27/2023 12:04:00 PM,A,Northbound A trains are delayed while we investigate why a train's brakes activated near Lafayette Av.,
202991,94745,0,02/27/2023 12:25:00 PM,J | Z,Broad St-bound J Z trains are running with delays after we removed a vandalized train from service at Jamaica Center-Parsons/Archer.,
202994,94747,0,02/27/2023 12:33:00 PM,2 | 3,Northbound 2 3 trains are running with delays after we removed a train with a mechanical problem from service at 14 St.,
203017,94760,0,02/27/2023 01:10:00 PM,6,Northbound 6 trains are running with delays after we addressed a mechanical problem on a train at Whitlock Av.,
203030,94767,0,02/27/2023 01:31:00 PM,L,Canarsie-Rockaway Pkwy-bound L trains are running with delays after we addressed a signal problem at Montrose Av.,
203041,94770,0,02/27/2023 01:47:00 PM,7,34 St-Hudson Yards-bound 7 trains are delayed while we investigate a door problem on a train at 40 St-Lowery St.,
203042,94771,0,02/27/2023 01:56:00 PM,L,8 Av-bound L trains are delayed while we request EMS for someone in need of assistance on a train at Livonia Av.,
203049,94775,0,02/27/2023 02:07:00 PM,6,Southbound 6 trains are running with delays after we removed a train car in need of cleaning from service at 110 St.,
203050,94776,0,02/27/2023 02:08:00 PM,A,A trains are running with delays in both directions after the South Channel bridge was opened to allow marine traffic to pass.,
203056,94779,0,02/27/2023 02:23:00 PM,4 | 5,Southbound 4 5 trains are delayed while we investigate a mechanical problem on a train at Brooklyn Bridge-City Hall.,
203059,94781,0,02/27/2023 02:37:00 PM,A | C,Northbound A C trains are delayed while NYPD responds to an unauthorized person on the tracks near Fulton St.,
203066,94784,0,02/27/2023 03:00:00 PM,L,L trains are running with delays in both directions after we requested NYPD assistance for an unauthorized person on the track at 3 Av.,
203067,94785,0,02/27/2023 03:01:00 PM,2 | 5,Southbound 2 5 trains are running with delays after we removed a train with a mechanical problem from service at Freeman St.,
203069,94786,0,02/27/2023 03:28:00 PM,2 | 5,Northbound 2 5 trains are delayed while we remove debris from the tracks at Jackson Av.,
203070,94787,0,02/27/2023 03:31:00 PM,D | N,Southbound D N trains are making the station stop at DeKalb Av while we address a signal problem near that station.,You may wait longer for a southbound B Q train while they share the track with rerouted trains.
203071,94788,0,02/27/2023 03:36:00 PM,4 | 5,Northbound 4 5 trains are delayed while we address a switch problem at 149 St-Grand Concourse.,
203075,94789,0,02/27/2023 04:23:00 PM,2 | 3 | 4 | 5,2 3 4 5 trains are delayed in both directions while we address a signal problem near Atlantic Av-Barclays Ctr.,
203077,94790,0,02/27/2023 04:30:00 PM,6,6 trains are delayed in both directions while emergency teams respond to someone who was struck by a train at Grand Central-42 St.,
203100,94796,0,02/27/2023 05:46:00 PM,L,L trains are delayed entering/leaving 8 Av while we address a mechanical problem on a train at 8 Av.,
203103,94798,0,02/27/2023 06:17:00 PM,N,You may wait longer for a southbound N train after we removed a vandalized train from service at Astoria-Ditmars Blvd.,
203104,94799,0,02/27/2023 06:30:00 PM,C,You may wait longer for a C train in both directions after we removed a train with a mechanical problem from service at Euclid Av.,
203115,94805,0,02/27/2023 07:55:00 PM,A | C,Northbound A C trains are running with delays after we moved a train that had its brake cord pulled by someone being disruptive at High St.,
203117,94807,0,02/27/2023 08:06:00 PM,4 | 5,Southbound 4 5 trains are delayed while we request NYPD assistance for a person being disruptive at Grand Central-42 St.,
203124,94812,0,02/27/2023 08:30:00 PM,4 | 5,Northbound 4 5 trains are running with delays after we requested NYPD assistance for a person being disruptive on a train at 138 St-Grand Concourse.,
203132,94817,0,02/27/2023 09:02:00 PM,R,R trains are delayed entering/leaving Bay Ridge-95 St while NYPD responds to someone being disruptive on a train at that station.,
203136,94821,0,02/27/2023 09:33:00 PM,B | D,Southbound B D trains are delayed while we remove a train car in need of cleaning from service at 47-50 Sts-Rockefeller Ctr.,
203137,94822,0,02/27/2023 09:35:00 PM,D | N,Northbound D N trains are delayed while we request NYPD assistance with people being disruptive on a train at 36 St.,
203141,94823,0,02/27/2023 09:47:00 PM,2 | 3,Northbound 2 3 trains are running with delays after an NYPD investigation at Atlantic Av-Barclays Ctr concluded.,
203145,94825,0,02/27/2023 10:05:00 PM,6,Southbound 6 trains are delayed while we investigate why a train's brakes were activated at 23 St.,
203148,94827,0,02/27/2023 10:15:00 PM,6,Northbound 6 trains are running with delays after we removed a train with a mechanical problem from service at Grand Central-42 St.,
203159,94834,0,02/27/2023 11:00:00 PM,2 | 5,Northbound 2 5 trains are running with delays after we removed a train with a mechanical problem from service at Beverly Rd.,
203171,94840,0,02/27/2023 11:52:00 PM,N,You may wait longer for a southbound N train after we removed a vandalized train from service at Astoria-Ditmars Blvd.,
203172,94841,0,02/27/2023 11:56:00 PM,Q,Q trains are delayed in both directions while we investigate why a train's brakes activated at 86 St.,
203173,94842,0,02/27/2023 11:58:00 PM,7,34 St-bound 7 trains are delayed while we investigate reports of an unauthorized person on the tracks at 5 Av.,
203175,94843,0,02/28/2023 12:04:00 AM,M | R,95 St-bound R and Metropolitan Av-bound M trains are delayed while we request NYPD assistance with someone being disruptive on a train at 63 Dr-Rego Park.,
203177,94844,0,02/28/2023 12:09:00 AM,F,Southbound F trains are running with delays after we removed a train from service at 4 Av-9 St.,Some southbound F trains are running express from Jay St-MetroTech to Church Av to alleviate track congestion.
203183,94848,0,02/28/2023 12:39:00 AM,1,Southbound 1 trains are delayed while we work to correct a door problem on a train at 14 St.,
203192,94852,0,02/28/2023 01:24:00 AM,Q,Southbound Q trains are delayed while we address a train with a door problem at Atlantic Av-Barclays Ctr.,
203193,94853,0,02/28/2023 01:32:00 AM,E,E trains are delayed entering/leaving World Trade Center while we request NYPD and EMS assistance for someone in need at that station.,
203199,94856,0,02/28/2023 02:00:00 AM,B | C,Southbound B C trains are delayed while we request EMS assistance for someone at 59 St-Columbus Circle.,
203201,94858,0,02/28/2023 02:10:00 AM,D,Northbound D trains are running with delays after we removed a vandalized train from service at Coney Island-Stillwell Av.,
203204,94859,0,02/28/2023 02:36:00 AM,C | E,Southbound C E trains are delayed while we request EMS assistance for someone at W 4 St-Wash Sq.,
203206,94860,0,02/28/2023 02:51:00 AM,4 | 5,Northbound 4 5 trains are delayed while we investigate a report of someone unauthorized on the tracks at Fulton St.,
203212,94861,0,02/28/2023 03:50:00 AM,6,6 trains are delayed in both directions while EMS responds to a person in need of medical help near Brooklyn Bridge-City Hall.,
203215,94863,0,02/28/2023 04:24:00 AM,1 | 2,Northbound 1 2 trains are delayed while NYPD responds to a person being disruptive aboard a train at 14 St.,
203214,94862,0,02/28/2023 04:24:00 AM,1,1 trains are delayed in both directions while FDNY responds to a track fire near 168 St-Washington Hts,
203217,94864,0,02/28/2023 04:37:00 AM,N | R,Tonight’s planned work affecting N R trains in Brooklyn has been canceled.,Southbound N R trains will make regular station stops from Atlantic Av-Barclays Ctr to 59 St during overnight hours.
203228,94871,0,02/28/2023 10:07:00 AM,A,Northbound A trains are delayed while NYPD responds to a customer altercation aboard a train at Franklin Av.,
203242,94884,0,02/28/2023 11:22:00 AM,B,You may wait longer for a southbound B train. We are running as much service as we can with the train crews we have available.,
203255,94896,0,02/28/2023 11:46:00 AM,7,Flushing-Main St-bound 7 trains are delayed while we address a mechanical problem on a train at Grand Central-42 St.,
203259,94898,0,02/28/2023 11:53:00 AM,A,Northbound A trains are running with delays while we address a signal problem at Lafayette Av.,
203261,94900,0,02/28/2023 12:00:00 PM,A | D,Southbound A D trains are delayed while NYPD conducts an investigation on a train at 125 St.,
203265,94903,0,02/28/2023 12:06:00 PM,A,Northbound A trains are running with delays after we addressed a signal problem at 88 St.,
203266,94904,0,02/28/2023 12:07:00 PM,2,You may experience a longer wait for a 2 train. We're running as much service as we can with the train crews we have available.,"As an alternative, consider using the 3 or 5 trains."
203268,94906,0,02/28/2023 12:12:00 PM,E,E trains are delayed in both directions while we request FDNY assistance for a track fire near Jamaica-Van Wyck.,
203275,94913,0,02/28/2023 12:29:00 PM,M | R,Metropolitan Av-bound M and 95 St-bound R trains are delayed while NYPD responds to someone being disruptive on a train at Forest Hills-71 Av.,
203287,94920,0,02/28/2023 12:53:00 PM,2 | 3,Northbound 2 3 trains are delayed while NYPD responds to someone being disruptive on a train at 72 St.,
203296,94925,0,02/28/2023 01:12:00 PM,F,Northbound F trains are delayed while we request EMS for someone in need of assistance on a train at 7 Av.,
203337,94942,0,02/28/2023 02:07:00 PM,2 | 5,Southbound 2 5 trains are running express from E 180 St to 3 Av-149 St while EMS responds to someone in need on a train at West Farms Sq-E Tremont Av.,"If your station is skipped, take a northbound train."
203347,94947,0,02/28/2023 02:16:00 PM,B,Northbound B trains are running with delays after we addressed a mechanical problem on a train at Newkirk Plaza.,
203349,94948,0,02/28/2023 02:19:00 PM,SI,Tottenville-bound SIR trains are running with delays after we removed a train from service that had a mechanical problem at Pleasant Plains.,
203350,94949,0,02/28/2023 02:22:00 PM,B,Northbound B trains are delayed while we investigate a door problem on a train at Newkirk Plaza.,
203408,94966,0,02/28/2023 03:52:00 PM,2 | 3,Southbound 2 3 trains are running with delays after we addressed a door problem on a train at 135 St.,
203445,94974,0,02/28/2023 05:10:00 PM,Q,Northbound Q trains are running at slower speeds near Brighton Beach while we address a signal problem in the area.,
203448,94975,0,02/28/2023 06:20:00 PM,A | H,A and Rockaway Park Shuttle trains are running with delays in the Rockaways after the South Channel bridge was opened to allow marine traffic to pass.,
203449,94976,0,02/28/2023 06:27:00 PM,A | C,Southbound A C trains are running with delays after NYPD responded to someone being disruptive on a train at Hoyt-Schermerhorn Sts.,
203451,94978,0,02/28/2023 06:45:00 PM,B | C,Northbound B C trains are running with delays while we address a signal problem near 59 St-Columbus Circle.,
203457,94984,0,02/28/2023 07:18:00 PM,2 | 3,Northbound 2 3 trains are delayed while we request EMS and NYPD assistance for someone in need at 14 St.,
203468,94989,0,02/28/2023 08:12:00 PM,R | W,Southbound R W trains are delayed while we remove a train car in need of cleaning from service at 28 St.,
203472,94992,0,02/28/2023 08:27:00 PM,L,L trains are delayed in both directions while we investigate a report of smoke near Canarsie-Rockaway Pkwy.,
203473,94993,0,02/28/2023 08:29:00 PM,A,A trains are delayed entering/leaving Ozone Park-Lefferts Blvd while we request NYPD assistance for a person being disruptive at that station.,
203475,94994,0,02/28/2023 08:34:00 PM,D,D trains are delayed in both directions while we address why a train's brakes were activated at Coney Island-Stillwell Av.,
203483,94997,0,02/28/2023 09:24:00 PM,B | C,Northbound B C trains are delayed while we address a door problem on a train at 125 St.,
203485,94998,0,02/28/2023 09:40:00 PM,N | Q,Southbound N Q trains are delayed while we request NYPD assistance for a person being disruptive at Times Sq-42 St.,
203487,94999,0,02/28/2023 09:49:00 PM,L,8 Av-bound L trains are running at slower speeds near Broadway Junction while we address a signal problem at that station.,
203490,95001,0,02/28/2023 09:57:00 PM,7,7 trains are delayed in both directions while we address a train with a door problem at Times Sq-42 St.,
203492,95002,0,02/28/2023 10:05:00 PM,F,F trains are delayed in both directions because of loss of power near Sutphin Blvd.,
203496,95005,0,02/28/2023 10:16:00 PM,1,Northbound 1 trains are delayed while NYPD responds to someone being disruptive on a train at 191 St.,
203501,95008,0,02/28/2023 10:24:00 PM,A,Northbound A trains are running on the local track from Euclid Av to Broadway Junction.,"We are removing a train with a mechanical problem from service at Broadway Junction.

Northbound trains will board on the lower level at Nostrand Av."
203506,95011,0,02/28/2023 10:41:00 PM,4 | 5,Southbound 4 5 trains are running with delays after NYPD responded to someone in need at 138 St-Grand Concourse.,
203524,95025,0,03/01/2023 12:46:00 AM,1,Southbound 1 trains are delayed while we investigate why a train's brakes activated at 145 St.,
203525,95026,0,03/01/2023 12:52:00 AM,F,Southbound F trains are running at slower speeds from Avenue U to Avenue X while we address a signal problem in the area.,
203529,95027,0,03/01/2023 01:24:00 AM,C,Southbound C trains are running with delays after someone being disruptive pulled the brake cord on a train at 155 St.,
203534,95029,0,03/01/2023 01:45:00 AM,M,71 Av-bound M trains are delayed while we investigate why a train's brakes activated at Seneca Av.,
203544,95031,0,03/01/2023 02:34:00 AM,2 | 3,Northbound 2 3 trains are running with delays after NYPD/EMS responded to a person in need at 125 St.,
203546,95032,0,03/01/2023 02:47:00 AM,F | M,179 St-bound F and 71 Av-bound M trains are delayed while we investigate why a train's brakes activated at 47-50 Sts-Rockefeller Ctr.,
203550,95033,0,03/01/2023 03:41:00 AM,4,Northbound 4 trains are delayed while NYPD responds to an unauthorized person on the tracks near 138 St-Grand Concourse.,
203554,95036,0,03/01/2023 04:00:00 AM,N,Northbound N trains are running with delays after we removed a train with a mechanical problem from service at 86 St.,
203555,95037,0,03/01/2023 04:04:00 AM,D,Northbound D trains are delayed while we investigate why a train's brakes were activated at 9 Av.,
203557,95038,0,03/01/2023 04:24:00 AM,A,Southbound A trains are running with delays after we moved a train that had its brakes activated at Liberty Av.,
203559,95040,0,03/01/2023 04:32:00 AM,2 | 3,Northbound 2 3 trains are delayed while NYPD responds to a person being disruptive aboard a train at Harlem-148 St.,
203562,95041,0,03/01/2023 06:18:00 AM,A,A trains are delayed in both directions while NYPD conducts an investigation at Dyckman St.,
203563,95042,0,03/01/2023 06:24:00 AM,A | H,Northbound A Rockaway Park Shuttle trains are delayed while we investigate why a train's brakes were activated at Broad Channel.,
203564,95043,0,03/01/2023 06:55:00 AM,L,8 Av-bound L trains are delayed while we replace rails near Graham Av.,
203567,95044,0,03/01/2023 07:26:00 AM,J,Jamaica Center-Parsons/Archer-bound J trains are delayed while we request NYPD assistance for a person being disruptive on a train at Broadway Junction.,
203568,95045,0,03/01/2023 07:29:00 AM,Q,Northbound Q trains are delayed while we conduct track maintenance near DeKalb Av.,
203569,95046,0,03/01/2023 07:30:00 AM,N | Q | R,Southbound N Q R trains are delayed while NYPD and EMS respond to an injured passenger at Atlantic Av-Barclays Ctr.,
203577,95047,0,03/01/2023 08:01:00 AM,3,Northbound 3 trains are running with delays after we addressed a signal problem near 72 St.,
203581,95050,0,03/01/2023 09:51:00 AM,2,Southbound 2 trains are delayed while we request EMS assistance for a person in need at Nevins St.,
203582,95051,0,03/01/2023 09:55:00 AM,D,Northbound D trains are delayed while we perform urgent track maintenance near 47-50 Sts-Rockefeller Ctr.,
203596,95061,0,03/01/2023 11:46:00 AM,A,You may experience a longer wait for an A train. We're running as much service as we can with the train crews we have available.,
203602,95066,0,03/01/2023 12:27:00 PM,N | R,Southbound N R trains are running with delays after we moved a train that had its brakes activated at Times Sq-42 St.,
203605,95068,0,03/01/2023 12:50:00 PM,N | Q,Northbound N Q trains are running with delays after EMS responded to a person in need on a train at Canal St.,
203616,95074,0,03/01/2023 01:23:00 PM,M | R,Metropolitan Av-bound M and Bay Ridge-bound R trains are running with delays after we removed a train in need of cleaning from service at Forest Hills-71 Av,
203631,95080,0,03/01/2023 02:43:00 PM,D | N,Northbound D N trains are delayed while we remove a train with a door problem from service at Atlantic Av-Barclays Ctr.,
203632,95081,0,03/01/2023 02:45:00 PM,B | Q,Northbound B Q trains are delayed while we address a mechanical problem on a train at 7 Av.,
203641,95085,0,03/01/2023 03:26:00 PM,D,Southbound D trains are delayed while we remove a train with a mechanical problem from service at Kingsbridge Rd.,
203646,95088,0,03/01/2023 03:41:00 PM,D | N,Northbound D N trains are running with delays after NYPD responded to an unauthorized person on the tracks at 36 St.,
203651,95091,0,03/01/2023 03:58:00 PM,L,L trains are delayed in both directions while we address a switch problem near Canarsie-Rockaway Pkwy.,
203654,95092,0,03/01/2023 04:02:00 PM,F,Northbound F trains are delayed while we address a door problem on a train at Neptune Av.,
203658,95093,0,03/01/2023 05:21:00 PM,C,Southbound C trains are delayed while we address a signal problem near Utica Av.,
203659,95094,0,03/01/2023 05:26:00 PM,E | F,Northbound E F trains are delayed while NYPD responds to people being disruptive on a train at Jackson Hts-Roosevelt Av.,
203661,95095,0,03/01/2023 05:31:00 PM,B | D,Northbound B D trains are delayed while we move a slow-moving work train on the Manhattan Bridge.,
203662,95096,0,03/01/2023 05:35:00 PM,D,D trains are delayed in both directions while we investigate why a train's brakes were activated near Coney Island-Stillwell Av.,
203665,95097,0,03/01/2023 05:48:00 PM,N | W,Southbound N W trains are running at slower speeds near Astoria-Ditmars Blvd while we address a signal problem in the area.,
203687,95104,0,03/01/2023 08:01:00 PM,B | C,Southbound B and C trains are delayed while we investigate water entering the track area at 96 St.,
203697,95111,0,03/01/2023 08:21:00 PM,6,Northbound 6 trains are running with delays after NYPD responded to someone being disruptive at 14 St-Union Sq.,
203701,95113,0,03/01/2023 08:40:00 PM,A | D,Southbound A D trains are running with delays after we moved a train that had it's brakes activated near 135 St.,
203707,95116,0,03/01/2023 09:46:00 PM,J,J trains are running with delays in both directions after we moved a train that had it's brakes activated at Jamaica Center-Parsons/Archer.,
203709,95117,0,03/01/2023 09:51:00 PM,R | W,Southbound R W trains are running with delays after we assisted someone in need of medical attention at Canal St.,
203712,95119,0,03/01/2023 09:56:00 PM,6,Expect longer waits for northbound 6 service in the Bronx.,
203714,95120,0,03/01/2023 10:02:00 PM,7,7 trains are delayed in both directions because of an NYPD investigation at Times Sq-42 St.,
203718,95122,0,03/01/2023 10:18:00 PM,4 | 5,Southbound 4 5 trains are delayed while we investigate why a train's brakes activated at Franklin Av-Medgar Evers College.,
203728,95126,0,03/01/2023 10:57:00 PM,2 | 3,2 3 trains are delayed in both directions while FDNY responds to a report of a track fire in the tunnel between Brooklyn and Manhattan.,
203732,95129,0,03/01/2023 11:02:00 PM,4 | 5,Southbound 4 5 trains are running with delays after we held a train at Wall St.,
203757,95147,0,03/02/2023 12:28:00 AM,6,Northbound 6 trains are running with delays after we removed a train car that needed cleaning from service at 51 St.,
203761,95151,0,03/02/2023 12:46:00 AM,A | C | E,A C E trains are delayed in both directions because of a water main break at Canal St.,
203766,95152,0,03/02/2023 01:18:00 AM,N | R | W,Northbound N R W trains are delayed while we address a signal problem near Canal St.,
203775,95157,0,03/02/2023 02:13:00 AM,6,Southbound 6 trains are running with delays after we removed a vandalized train from service at Brook Av.,
203779,95158,0,03/02/2023 02:41:00 AM,2,Southbound 2 trains are running with delays after we removed a vandalized train from service at 219 St.,
203782,95160,0,03/02/2023 03:13:00 AM,5,Northbound 5 trains are delayed while we remove a vandalized train car from service at Morris Park.,
203783,95161,0,03/02/2023 03:15:00 AM,5,Northbound 5 trains are delayed while we remove a vandalized train car from service at Morris Park.,
203785,95162,0,03/02/2023 03:31:00 AM,A | C,Southbound A C trains are delayed while we address a signal problem near 125 St.,
203791,95165,0,03/02/2023 04:44:00 AM,2,Northbound 2 trains are delayed while we remove a train car in need cleaning from service at 149 St-Grand Concourse.,
203792,95166,0,03/02/2023 04:49:00 AM,4,Southbound 4 trains are delayed while EMS responds to a person in need of medical help at Franklin Av-Medgar Evers College.,
203793,95167,0,03/02/2023 04:53:00 AM,N,Southbound N trains are delayed while we investigate why a train's brakes were activated at 36 St.,
203794,95168,0,03/02/2023 04:55:00 AM,7,7 trains are delayed in both directions while we perform track maintenance between Mets-Willets Point and Flushing-Main St.,
203800,95169,0,03/02/2023 05:43:00 AM,L,L trains are delayed in both directions while we troubleshoot a mechanical problem on a train at 8 Av.,
203801,95170,0,03/02/2023 05:45:00 AM,1 | 2,1 2 trains are delayed in both directions while we address a mechanical problem on a train at 14 St.,
203803,95171,0,03/02/2023 05:48:00 AM,1 | 2 | 3,Northbound 1 2 3 trains are running with delays after NYPD removed a person that was being disruptive aboard a train at 72 St.,
203805,95172,0,03/02/2023 06:01:00 AM,R,Southbound R trains are delayed while we address a signal problem near 59 St.,
